,0
2023-12-01,981558.133714803
2023-12-02,974945.4450747842
2023-12-03,974945.4450747842
2023-12-04,974945.4450747842
2023-12-05,974945.4450747842
2023-12-06,974945.4450747842
2023-12-07,974945.4450747842
2023-12-08,974945.4450747842
2023-12-09,974945.4450747842
2023-12-10,974945.4450747842
2023-12-11,974945.4450747842
2023-12-12,974945.4450747842
2023-12-13,974945.4450747842
2023-12-14,974945.4450747842
2023-12-15,974945.4450747842
2023-12-16,974945.4450747842
2023-12-17,974945.4450747842
2023-12-18,974945.4450747842
2023-12-19,974945.4450747842
2023-12-20,974945.4450747842
2023-12-21,968490.4540283829
2023-12-22,968490.4540283829
2023-12-23,968490.4540283829
2023-12-24,968490.4540283829
2023-12-25,968490.4540283829
2023-12-26,968490.4540283829
2023-12-27,968490.4540283829
2023-12-28,968490.4540283829
2023-12-29,962655.0354107439
2023-12-30,962655.0354107439
2023-12-31,962655.0354107439
